Date;Suburb;Location;Area;Maximum_temperature(C);Evaporation(mm)
12/26/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;27;9,01
12/26/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;28;14,02
12/26/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;28;14,02
12/26/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;28;14,02
2/6/24;Stratton;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;33;8,08
2/6/24;Middle Swan;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;33;8,08
2/6/24;Midvale;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;32;14,02
2/6/24;Stratton;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;33;8,08
2/6/24;Middle Swan;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;33;8,08
2/6/24;Midvale;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;32;14,02
2/13/24;Gosnells;MARTIN;CITY OF GOSNELLS;36;14,02
2/20/24;Bibra Lake;BIBRA LAKE;CITY OF COCKBURN;40;11,04
1/9/24;South Lake;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;33;12,04
1/16/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;38;9
1/16/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;38;9
1/16/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;38;9
1/16/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;38;9
1/16/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;38;9
1/16/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;38;9
1/23/24;Gnangara;MELALEUCA and LEXIA;CITY OF SWAN;27;9,04
1/23/24;Lexia;MELALEUCA and LEXIA;CITY OF SWAN;30;9,04
1/30/24;Southern River;the Collie River;SHIRES OF COLLIE AND DARDANUP;36;14,02
12/6/23;Hamersley;HAMERSLEY RANGE;SHIRE OF ASHBURTON;30;7,02
12/6/23;Postans;POSTANS;CITY OF KWINANA;1;7,02
12/6/23;Hamersley;HAMERSLEY RANGE;SHIRE OF ASHBURTON;30;7,02
12/6/23;Postans;POSTANS;CITY OF KWINANA;1;7,02
12/6/23;Postans;POSTANS;CITY OF KWINANA;1;7,02
12/20/23;The Vines;THE VINES;CITY OF SWAN;37;14,02
12/27/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;28;8,04
12/27/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;28;8,04
12/27/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;27;7,01
12/27/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;28;14,02
12/27/23;Gosnells;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26;14,02
12/27/23;Champion Lakes;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26;14,02
12/27/23;Armadale;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26;14,02
12/27/23;Southern River;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26;14,02
12/27/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;28;8,04
12/27/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;28;8,04
12/27/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;27;7,01
12/27/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;28;14,02
12/27/23;Armadale;ROLEYSTONE;CITY OF ARMADALE;26;14,02
12/27/23;Roleystone;ROLEYSTONE;CITY OF ARMADALE;26;14,02
12/27/23;Armadale;ROLEYSTONE;CITY OF ARMADALE;26;14,02
12/27/23;Roleystone;ROLEYSTONE;CITY OF ARMADALE;26;14,02
12/27/23;Armadale;ROLEYSTONE;CITY OF ARMADALE;26;14,02
12/27/23;Roleystone;ROLEYSTONE;CITY OF ARMADALE;26;14,02
2/7/24;Stratton;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;37;10,06
2/7/24;Middle Swan;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;37;10,06
2/7/24;Midvale;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;37;14,02
2/7/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;37;14,02
2/7/24;Stratton;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;37;10,06
2/7/24;Middle Swan;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;37;10,06
2/7/24;Midvale;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;37;14,02
2/7/24;Casuarina;CASUARINA and OLDBURY;CITY OF KWINANA;33;14,02
2/7/24;Oldbury;CASUARINA and OLDBURY;CITY OF KWINANA;36;14,02
2/7/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;37;14,02
2/7/24;Casuarina;CASUARINA and OLDBURY;CITY OF KWINANA;33;14,02
2/7/24;Oldbury;CASUARINA and OLDBURY;CITY OF KWINANA;36;14,02
2/14/24;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36;14,02
2/14/24;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36;14,02
2/21/24;Eglinton;EGLINTON and YANCHEP;CITY OF WANNEROO;28;9,06
2/21/24;Yanchep;EGLINTON and YANCHEP;CITY OF WANNEROO;31;14,02
2/21/24;Wanneroo;EGLINTON and YANCHEP;CITY OF WANNEROO;28;9,06
2/28/24;Wanneroo;NEERABUP and NOWERGUP;CITY OF WANNEROO;30;8
2/28/24;Nowergup;NEERABUP and NOWERGUP;CITY OF WANNEROO;32;8
2/28/24;Neerabup;NEERABUP and NOWERGUP;CITY OF WANNEROO;33;14,02
1/3/24;Forrestdale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;32;14,02
1/3/24;Champion Lakes;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;32;14,02
1/3/24;Armadale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;26;14,02
1/3/24;Forrestdale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;32;14,02
1/3/24;Champion Lakes;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;32;14,02
1/3/24;Armadale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;26;14,02
1/3/24;Forrestdale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;32;14,02
1/3/24;Champion Lakes;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;32;14,02
1/3/24;Armadale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;26;14,02
1/17/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;31;12
1/17/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;31;12
1/12/24;Bayswater;NULL;NULL;37;9,02
1/12/24;Bickley;NULL;NULL;34;10
1/12/24;Clarkson;NULL;NULL;38;10
1/12/24;Duncraig;NULL;NULL;37;9,02
1/12/24;Glen Forrest;NULL;NULL;36;10
1/12/24;Inglewood;NULL;NULL;37;9,02
1/12/24;Kings Park;NULL;NULL;37;9,02
1/12/24;Mardella;NULL;NULL;37;10
1/12/24;North Lake;NULL;NULL;37;10
1/12/24;Port Kennedy;NULL;NULL;36;10
1/12/24;Singleton;NULL;NULL;37;10
1/12/24;Westminster;NULL;NULL;37;9,02
1/12/24;Beaconsfield;NULL;NULL;36;10
1/12/24;Bicton;NULL;NULL;36;10
1/12/24;Clifton Park;NULL;NULL;37;10
1/12/24;East Cannington;NULL;NULL;38;9,02
1/12/24;Greenwood;NULL;NULL;37;9,02
1/12/24;Innaloo;NULL;NULL;37;9,02
1/12/24;Leederville;NULL;NULL;37;9,02
1/12/24;Marmion;NULL;NULL;38;9,02
1/12/24;North Perth;NULL;NULL;37;9,02
1/12/24;Queens Park;NULL;NULL;38;9,02
1/12/24;Tuart Hill;NULL;NULL;37;9,02
1/12/24;Whitby;NULL;NULL;37;10
1/22/24;Bayswater;NULL;NULL;28;10,02
1/22/24;Bickley;NULL;NULL;27;10
1/22/24;Clarkson;NULL;NULL;31;10
1/22/24;Duncraig;NULL;NULL;28;10,02
1/22/24;Glen Forrest;NULL;NULL;30;10
1/22/24;Inglewood;NULL;NULL;28;10,02
1/22/24;Kings Park;NULL;NULL;28;10,02
1/22/24;Mardella;NULL;NULL;28;10
1/22/24;North Lake;NULL;NULL;28;10
1/22/24;Port Kennedy;NULL;NULL;25;10
1/22/24;Singleton;NULL;NULL;27;10
1/22/24;Westminster;NULL;NULL;28;10,02
1/22/24;Beaconsfield;NULL;NULL;27;10
1/22/24;Bicton;NULL;NULL;27;10
1/22/24;Clifton Park;NULL;NULL;27;10
1/22/24;East Cannington;NULL;NULL;29;10,02
1/22/24;Greenwood;NULL;NULL;28;10,02
1/22/24;Innaloo;NULL;NULL;28;10,02
1/22/24;Leederville;NULL;NULL;28;10,02
1/22/24;Marmion;NULL;NULL;29;10,02
1/22/24;North Perth;NULL;NULL;28;10,02
1/22/24;Queens Park;NULL;NULL;27;10
1/22/24;Tuart Hill;NULL;NULL;28;10,02
1/22/24;Whitby;NULL;NULL;28;10
1/13/24;Bayswater;NULL;NULL;40;11
1/13/24;Bickley;NULL;NULL;38;10
1/13/24;Clarkson;NULL;NULL;42;10
1/13/24;Duncraig;NULL;NULL;40;11
1/13/24;Glen Forrest;NULL;NULL;40;10
1/13/24;Inglewood;NULL;NULL;40;11
1/13/24;Kings Park;NULL;NULL;40;11
1/13/24;Mardella;NULL;NULL;40;10
1/13/24;North Lake;NULL;NULL;40;10
1/13/24;Port Kennedy;NULL;NULL;36;10
1/13/24;Singleton;NULL;NULL;37;10
1/13/24;Westminster;NULL;NULL;40;11
1/13/24;Beaconsfield;NULL;NULL;39;10
1/13/24;Bicton;NULL;NULL;39;10
1/13/24;Clifton Park;NULL;NULL;37;10
1/13/24;East Cannington;NULL;NULL;41;11
1/13/24;Greenwood;NULL;NULL;40;11
1/13/24;Innaloo;NULL;NULL;40;11
1/13/24;Leederville;NULL;NULL;40;11
1/13/24;Marmion;NULL;NULL;39;10
1/13/24;North Perth;NULL;NULL;40;11
1/13/24;Queens Park;NULL;NULL;41;11
1/13/24;Tuart Hill;NULL;NULL;40;11
1/13/24;Whitby;NULL;NULL;40;10
1/27/24;Bayswater;NULL;NULL;34;8,04
1/27/24;Bickley;NULL;NULL;33;10
1/27/24;Clarkson;NULL;NULL;36;10
1/27/24;Duncraig;NULL;NULL;34;8,04
1/27/24;Glen Forrest;NULL;NULL;36;10
1/27/24;Inglewood;NULL;NULL;34;8,04
1/27/24;Kings Park;NULL;NULL;34;8,04
1/27/24;Mardella;NULL;NULL;32;10
1/27/24;North Lake;NULL;NULL;32;10
1/27/24;Port Kennedy;NULL;NULL;28;10
1/27/24;Singleton;NULL;NULL;30;10
1/27/24;Westminster;NULL;NULL;34;8,04
1/27/24;Beaconsfield;NULL;NULL;31;10
1/27/24;Bicton;NULL;NULL;31;10
1/27/24;Clifton Park;NULL;NULL;30;10
1/27/24;East Cannington;NULL;NULL;35;8,04
1/27/24;Greenwood;NULL;NULL;34;8,04
1/27/24;Innaloo;NULL;NULL;34;8,04
1/27/24;Leederville;NULL;NULL;34;8,04
1/27/24;Marmion;NULL;NULL;31;10
1/27/24;North Perth;NULL;NULL;34;8,04
1/27/24;Queens Park;NULL;NULL;35;8,04
1/27/24;Tuart Hill;NULL;NULL;34;8,04
1/27/24;Whitby;NULL;NULL;32;10
1/28/24;Bayswater;NULL;NULL;27;10
1/28/24;Bickley;NULL;NULL;27;10
1/28/24;Clarkson;NULL;NULL;29;10
1/28/24;Duncraig;NULL;NULL;27;10
1/28/24;Glen Forrest;NULL;NULL;29;10
1/28/24;Inglewood;NULL;NULL;27;10
1/28/24;Kings Park;NULL;NULL;27;10
1/28/24;Mardella;NULL;NULL;28;10
1/28/24;North Lake;NULL;NULL;28;10
1/28/24;Port Kennedy;NULL;NULL;24;10
1/28/24;Singleton;NULL;NULL;27;10
1/28/24;Westminster;NULL;NULL;27;10
1/28/24;Beaconsfield;NULL;NULL;25;10
1/28/24;Bicton;NULL;NULL;25;10
1/28/24;Clifton Park;NULL;NULL;27;10
1/28/24;East Cannington;NULL;NULL;28;10
1/28/24;Greenwood;NULL;NULL;27;10
1/28/24;Innaloo;NULL;NULL;27;10
1/28/24;Leederville;NULL;NULL;27;10
1/28/24;Marmion;NULL;NULL;25;10
1/28/24;North Perth;NULL;NULL;27;10
1/28/24;Queens Park;NULL;NULL;28;10
1/28/24;Tuart Hill;NULL;NULL;27;10
1/28/24;Whitby;NULL;NULL;28;10
1/4/24;Bayswater;NULL;NULL;31;11,06
1/4/24;Bickley;NULL;NULL;28;10
1/4/24;Clarkson;NULL;NULL;32;10
1/4/24;Duncraig;NULL;NULL;31;11,06
1/4/24;Glen Forrest;NULL;NULL;30;10
1/4/24;Inglewood;NULL;NULL;31;11,06
1/4/24;Kings Park;NULL;NULL;31;11,06
1/4/24;Mardella;NULL;NULL;31;10
1/4/24;North Lake;NULL;NULL;31;10
1/4/24;Port Kennedy;NULL;NULL;31;10
1/4/24;Singleton;NULL;NULL;32;10
1/4/24;Westminster;NULL;NULL;31;11,06
1/4/24;Beaconsfield;NULL;NULL;32;10
1/4/24;Bicton;NULL;NULL;32;10
1/4/24;Clifton Park;NULL;NULL;32;10
1/4/24;East Cannington;NULL;NULL;31;11,06
1/4/24;Greenwood;NULL;NULL;31;11,06
1/4/24;Innaloo;NULL;NULL;31;11,06
1/4/24;Leederville;NULL;NULL;31;11,06
1/4/24;Marmion;NULL;NULL;32;10
1/4/24;North Perth;NULL;NULL;31;11,06
1/4/24;Queens Park;NULL;NULL;31;11,06
1/4/24;Tuart Hill;NULL;NULL;31;11,06
1/4/24;Whitby;NULL;NULL;31;10
1/18/24;Bayswater;NULL;NULL;26;10
1/18/24;Bickley;NULL;NULL;25;10
1/18/24;Clarkson;NULL;NULL;29;10
1/18/24;Duncraig;NULL;NULL;26;10
1/18/24;Glen Forrest;NULL;NULL;28;10
1/18/24;Inglewood;NULL;NULL;26;10
1/18/24;Kings Park;NULL;NULL;26;10
1/18/24;Mardella;NULL;NULL;27;10
1/18/24;North Lake;NULL;NULL;27;10
1/18/24;Port Kennedy;NULL;NULL;26;10
1/18/24;Singleton;NULL;NULL;26;10
1/18/24;Westminster;NULL;NULL;26;10
1/18/24;Beaconsfield;NULL;NULL;26;10
1/18/24;Bicton;NULL;NULL;26;10
1/18/24;Clifton Park;NULL;NULL;26;10
1/18/24;East Cannington;NULL;NULL;27;10
1/18/24;Greenwood;NULL;NULL;26;10
1/18/24;Innaloo;NULL;NULL;26;10
1/18/24;Leederville;NULL;NULL;26;10
1/18/24;Marmion;NULL;NULL;26;10
1/18/24;North Perth;NULL;NULL;26;10
1/18/24;Queens Park;NULL;NULL;27;10
1/18/24;Tuart Hill;NULL;NULL;26;10
1/18/24;Whitby;NULL;NULL;27;10
1/30/24;Bayswater;NULL;NULL;36;10
1/30/24;Bickley;NULL;NULL;36;10
1/30/24;Clarkson;NULL;NULL;39;10
1/30/24;Duncraig;NULL;NULL;36;10
1/30/24;Glen Forrest;NULL;NULL;39;10
1/30/24;Inglewood;NULL;NULL;36;10
1/30/24;Kings Park;NULL;NULL;36;10
1/30/24;Mardella;NULL;NULL;36;10
1/30/24;North Lake;NULL;NULL;36;10
1/30/24;Port Kennedy;NULL;NULL;33;10
1/30/24;Singleton;NULL;NULL;34;10
1/30/24;Westminster;NULL;NULL;36;10
1/30/24;Beaconsfield;NULL;NULL;35;10
1/30/24;Bicton;NULL;NULL;35;10
1/30/24;Clifton Park;NULL;NULL;34;10
1/30/24;East Cannington;NULL;NULL;38;10
1/30/24;Greenwood;NULL;NULL;36;10
1/30/24;Innaloo;NULL;NULL;36;10
1/30/24;Leederville;NULL;NULL;36;10
1/30/24;Marmion;NULL;NULL;35;10
1/30/24;North Perth;NULL;NULL;36;10
1/30/24;Queens Park;NULL;NULL;38;10
1/30/24;Tuart Hill;NULL;NULL;36;10
1/30/24;Whitby;NULL;NULL;36;10
1/3/24;Bayswater;NULL;NULL;31;5,06
1/3/24;Bickley;NULL;NULL;29;10
1/3/24;Clarkson;NULL;NULL;32;10
1/3/24;Duncraig;NULL;NULL;31;5,06
1/3/24;Glen Forrest;NULL;NULL;30;10
1/3/24;Inglewood;NULL;NULL;31;5,06
1/3/24;Kings Park;NULL;NULL;31;5,06
1/3/24;Mardella;NULL;NULL;32;10
1/3/24;North Lake;NULL;NULL;32;10
1/3/24;Port Kennedy;NULL;NULL;32;10
1/3/24;Singleton;NULL;NULL;31;10
1/3/24;Westminster;NULL;NULL;31;5,06
1/3/24;Beaconsfield;NULL;NULL;32;10
1/3/24;Bicton;NULL;NULL;32;10
1/3/24;Clifton Park;NULL;NULL;31;10
1/3/24;East Cannington;NULL;NULL;31;5,06
1/3/24;Greenwood;NULL;NULL;31;5,06
1/3/24;Innaloo;NULL;NULL;31;5,06
1/3/24;Leederville;NULL;NULL;31;5,06
1/3/24;Marmion;NULL;NULL;32;10
1/3/24;North Perth;NULL;NULL;31;5,06
1/3/24;Queens Park;NULL;NULL;31;5,06
1/3/24;Tuart Hill;NULL;NULL;31;5,06
1/3/24;Whitby;NULL;NULL;32;10
1/24/24;Bayswater;NULL;NULL;28;8,06
1/24/24;Bickley;NULL;NULL;29;10
1/24/24;Clarkson;NULL;NULL;32;10
1/24/24;Duncraig;NULL;NULL;28;8,06
1/24/24;Glen Forrest;NULL;NULL;31;10
1/24/24;Inglewood;NULL;NULL;28;8,06
1/24/24;Kings Park;NULL;NULL;28;8,06
1/24/24;Mardella;NULL;NULL;29;10
1/24/24;North Lake;NULL;NULL;29;10
1/24/24;Port Kennedy;NULL;NULL;24;10
1/24/24;Singleton;NULL;NULL;27;10
1/24/24;Westminster;NULL;NULL;28;8,06
1/24/24;Beaconsfield;NULL;NULL;26;10
1/24/24;Bicton;NULL;NULL;26;10
1/24/24;Clifton Park;NULL;NULL;27;10
1/24/24;East Cannington;NULL;NULL;31;8,06
1/24/24;Greenwood;NULL;NULL;28;8,06
1/24/24;Innaloo;NULL;NULL;28;8,06
1/24/24;Leederville;NULL;NULL;28;8,06
1/24/24;Marmion;NULL;NULL;26;10
1/24/24;North Perth;NULL;NULL;28;8,06
1/24/24;Queens Park;NULL;NULL;31;8,06
1/24/24;Tuart Hill;NULL;NULL;28;8,06
1/24/24;Whitby;NULL;NULL;29;10
12/8/23;Postans;POSTANS;CITY OF KWINANA;26;7,04
12/8/23;Hamersley;HAMERSLEY RANGE;SHIRE OF ASHBURTON;24;7,04
12/15/23;Stratton;MIDDLE SWAN and STRATTON;CITY OF SWAN;33;10,08
12/15/23;Middle Swan;MIDDLE SWAN and STRATTON;CITY OF SWAN;33;10,08
12/29/23;Armadale;ROLEYSTONE;CITY OF ARMADALE;33;14,02
12/29/23;Roleystone;ROLEYSTONE;CITY OF ARMADALE;29;14,02
2/9/24;Guildford;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;43;14,02
2/9/24;Belmont;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;42;14,02
2/9/24;Ascot;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;42;14,02
2/9/24;Perth Airport;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;43;14,02
2/9/24;Redcliffe;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;42;14,02
2/9/24;South Guildford;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;43;14,02
2/9/24;South Perth;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;42;14,02
2/9/24;Stratton;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;43;14,02
2/9/24;Middle Swan;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;43;14,02
2/9/24;Midvale;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;43;14,02
2/9/24;Jarrahdale;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;43;14,02
2/9/24;Casuarina;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;41;14,02
2/9/24;Oldbury;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;42;14,02
2/9/24;Serpentine;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;41;14,02
2/23/24;Eglinton;EGLINTON and YANCHEP;CITY OF WANNEROO;37;9
2/23/24;Yanchep;EGLINTON and YANCHEP;CITY OF WANNEROO;39;14,02
2/23/24;Wanneroo;EGLINTON and YANCHEP;CITY OF WANNEROO;37;9
1/5/24;East Rockingham;EAST ROCKINGHAM;CITY OF ROCKINGHAM;28;14,02
1/5/24;Rockingham;EAST ROCKINGHAM;CITY OF ROCKINGHAM;28;14,02
1/19/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;27;10,02
1/19/24;Yanchep;BAMBUN, MUCHEA, YANCHEP and YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING;NULL;14,02
1/19/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP and YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING;27;10,02
12/4/23;Wanneroo;JANDABUP and MARIGINIUP;CITY OF WANNEROO;26;8
12/4/23;Mariginiup;JANDABUP and MARIGINIUP;CITY OF WANNEROO;29;14,02
